"21,""song of achilles said “he is half of my soul, as the poets say” and “i will never leave him, it will be this, always, for as long as he will let me” and “i am made of memories” and “go, he waits for you” and “i would follow, even in death”";;;;;;;
;;;;;;;
"AND IM SUPPOSED TO MOVE ON??""";;;;;;;
"22,""The song of achilles,,,,highly recommended!!""";;;;;;;
23,I’m currently reading The Song of Achilles cause I miss that person so freaking much;;;;;;;
"24,""@bookishcrows ooo cool!!! those two + song of achilles were the 3 books I really wanted to get and I'm excited to read themmn (except addie larue was so much bigger than I thought??? I was shocked hahah)";;;;;;;
"and yesss I've only read the first hp book but I wanna read the rest :)""";;;;;;;
"25,""-";;;;;;;
-;;;;;;;
-;;;;;;;
"So, this AU, like I mentioned, is MY TAKE on the famous book """"The Song of Achilles"""". Instead of playing with the flow of the story, I am more likely to play with the parallels I found between BKDK (Canon) and the lovers Patroclus and Achilles (which is a lot).""";;;;;;;
"26,""- The Song of Achilles by Madeline Miller";;;;;;;
My bestie warned me it would be sad so saving that for when I wanna feel like sh*t :):);;;;;;;
- Heartstopper Vol 2 by Alice Oseman;;;;;;;
"I had some extra bday money so decided to get it""";;;;;;;
"27,""Finished The Song of Achilles yesterday. Why didn’t you people warn me?? Such a beautiful, engrossing love story. Sucked me in only to fling me about in the end. 😭 #thesongofachilles""";;;;;;;
28,@louisrry_ Have read the song of Achilles ? If not then read that it's really amazing .;;;;;;;
29,@dankxica ok no i saw the song of Achilles;;;;;;;
30,@honesthesiaaa @LibrarylinM I was literally about to say “the song of Achilles” it was such a good book!!!;;;;;;;
31,It has been over a month since I finished the book but every time I think of The Song of Achilles I still sob 😢😢;;;;;;;
32,the song of achilles https://t.co/3V6CftFPEM;;;;;;;
"33,""On page 103 of 352 of The Song of Achilles, by Madeline Miller https://t.co/7VKo6PEYNi""";;;;;;;
34,The song of Achilles is so boring why everyone says that this book is great;;;;;;;
35,@bubbaberry_ omg i keep seeing that book on tiktok. is it a good read??? i’m currently reading the song of achilles rn bcs i forgot abt it on my shelf hsjdjsh;;;;;;;
36,gonna start listening to the song of achilles audiobook;;;;;;;
"37,""cie tukeran kado sm temen, HAHA I BUY HER AN ALBUM AND SHE’LL BUY ME THE SONG OF ACHILLES AND NORMAL PEOPLE😻""";;;;;;;
38,only on chapter 9 of the song of achilles and i alr know i’m gonna cry at the end;;;;;;;
39,gonna read the song of achilles to feel something;;;;;;;
40,i really need to finish the song of achilles bcos i have another book in my waiting list hehe;;;;;;;
41,should i read the song of achilles right now;;;;;;;
"42,""it  also  says  go,  hes  waiting  for  you  🏹  cause  i  cant  recover  from  the  song  of  achilles""";;;;;;;
"43,""I finally have the motivation to read, so I'm gonna start reading 'The Song of Achilles' today!!! I'm excited!""";;;;;;;
"44,""@debroby @PahlaBFitness LOVED it. I was a kid who loved greek mythology, so it completely scratched that itch. Super into Song of Achilles now by the same author, hopefully will finish that tomorrow.""";;;;;;;
45,@MikeSav47032563 A brilliant book - a bit less sure about the song of Achilles...;;;;;;;
46,i have never read a book that has made me cry so hard and made me want to get a line tattooed on my body so so badly. this book is so incredibly beautiful. The Song of Achilles -Madeline Miller https://t.co/MR4qOCgFIE;;;;;;;
47,my favorite quotes for the song of achilles; a thread but also spoilers;;;;;;
48,my mom's planning on reading the song of achilles 😭😭😭;;;;;;;
"49,""take a hint, dani brown";;;;;;;
get a life, chloe brown;;;;;;;
foundryside;;;;;;;
"the song of achilles""";;;;;;;
50,Want ko bilhin The Song of Achilles😭;;;;;;;
51,@yungroyaIs THE SONG OF ACHILLES AND YOUNG ROYALS COLLAB YUPPP;;;;;;;
"52,""just finished the song of Achilles, I am not okay""";;;;;;;
"53,""“I think:This is what I will miss.";;;;;;;
I think: I will kill myself rather than miss it.;;;;;;;
I think: How long do we have.”;;;;;;;
;;;;;;;
"— Patroclus, Chapter 15, The Song of Achilles.""";;;;;;;
54,@hey_itsme_ann the song of achilles :( it's a book;;;;;;;
"55,""@s_the_gondal ooo!! the song of achilles is a retelling of the iliad from patroclus' point of view, and circe is the odyssey (and others) from hers. they were both written recently and yeah you might like them! i preferred tsoa but it also made me cry like a baby so... lmk if u want more info""";;;;;;;
56,the song of achilles and its consequences /j;;;;;;;
57,The song of Achilles will never let me truly go https://t.co/lYpTcVFZKi;;;;;;;
58,@LibrarylinM My policeman &amp; the song of Achilles. WORTH THE HYPE;;;;;;
59,Honestly thought I'd have finished the song of Achilles by now but I'm so sleepy I keep getting tired reading it ugh;;;;;;;
60,So when are we getting the Song of Achilles movie https://t.co/v5c4asEBNo;;;;;;;
"61,""@llilibrary I love every moments of it";;;;;;;
The mcs just adorable ;;;;;;;
My heart's goes for rufus and mateo;;;;;;;
"This book owns my heart beside the song of achilles""";;;;;;;
62,So I'm reading Song of Achilles and I'm thinking I could do fun render studies from scenes of the book. ☺️ Need to practice more landscapes and muscle studies.;;;;;;;
63,@bottegabaeneta I just started The Song of Achilles 😁📖✨ heard such great things excited!;;;;;;;
64,Just finished the song of Achilles and wow 😯;;;;;;;
"65,""Finished The Song of Achilles by Madeline Miller (number 30 for the year).  I liked Circe better, but this was a very rich story.""";;;;;;;
66,me reading the song of achilles https://t.co/NQRVJn0cmb;;;;;;;
67,i've owned the song of achilles for years now and still haven't read it but my friend just recently bought it so she's gonna read it before me like i'm so embarrassed for myself rn;;;;;;;
"68,""yes i blocked the song of achilles text acc, im currently reading it and i would not like to have spoilers coming my way. yes these are the measures i will take to feel the whole experience https://t.co/pX8WR6drxI""";;;;;;;
69,the cant believe the song of achilles is the greatest book ever written;;;;;;;
"70,""@achilleschant Have you read """"Song of Achilles""""? I was wondering if this book was the reason for your twitter name. I have downloaded but have not finished it yet. There's this wonderful video i found of an artisti doing character design based on it:";;;;;;;
"https://t.co/o7KQ2uwiKy""";;;;;;;
71,has anyone read both the song of achilles and circe ?? and which hurt more emotionally i just finished tsoa and would like to know how much to prepare myself for circe thx ily /p;;;;;;;
72,@mmariaemiIia Oooh yes okay. Ive seen things abour the song of achilles on tiktok and have thoight about reading;;;;;;;
"73,""@wo__orm YAS ok heart bones, and it ends with us are both books from my favorite author and are lighter reads so both good when getting back into reading, esp if you’re into romance novels that aren’t like cheesy and corny the song of Achilles is also really good and is based around the-""";;;;;;;
"74,""Not me crying at the shower listening to this song having imaginations of Marem and Achilles slow dancing in the rain, just them staring at each other and Maria Emilia crying ";;;;;;;
" https://t.co/hnGpmuR0wC""";;;;;;;
75,I just finished reading The Song of Achilles and I am literally distraught;;;;;;;
"76,""73% done with The Song of Achilles, by Madeline Miller https://t.co/sHugMYwyhb""";;;;;;;
77,@milkstrology Was about to ask if this was because of The Song of Achilles :);;;;;;;
78,@wintersvogue i’m reading the song of achilles rn and it’s really good. they both die at the end is good too;;;;;;;
"79,""I bought The Song of Achilles and The Darkness Outside Us today, can’t wait to jump from friends to lovers to enemies to lovers in one sitting. I heard Song of Achilles is really sad tho so preparing myself for tears""";;;;;;;
80,@wintersvogue I’ve read both they both die at the end and the song of Achilles and they’re great really. I’d say start with tsoa !!;;;;;;;
"81,""@Unwise_Trousers The Song Of Achilles is quite good! Caste is a really bad attempt to force fit two ideas that does a disservice to our understanding of both casteism and racism. There is no poetry on this list, but at least two volumes of neoliberal hucksterism.""";;;;;;;
"82,""@Unwise_Trousers The Song of Achilles has been out for years, but it’s getting a Renaissance because of TikTok, which has become a MAJOR selling/influencer machine. It’s fascinating. (It’s a good book too—the only one on the list I’ve read)""";;;;;;;
83,pabili the song of achilles 🥺;;;;;;;
84,picked up the song of achilles today 🙏🏼;;;;;;;
85,@LibrarylinM The Song of Achilles. It's simply a cultural reset my heart still hasn't healed from. Must. Read. https://t.co/eDtvpQET1T;;;;;;;
86,Love The Song of Achilles? Pick up The Daughters of Sparta by @Clairehey #142bn #irvinereads #woodbridgevillagecenter #irvinefamily #bookishlove #socalorangecounty @bnbuzz https://t.co/0JVaZLwdhl;;;;;;;
87,@jkscatgirI OMFG TELL ME IF CIRCE IS GOOD BC I READ THE SONG OF ACHILLES BY THAT AUTHOR AND I LOVED IT;;;;;;;
"88,""the song of achilles - medeline miller ";;;;;;;
☆☆☆☆☆ + ⭐;;;;;;;
;;;;;;;
"name one hero who was happy"""" https://t.co/RdIMHOiprI""";;;;;;;
89,the song of achilles is such a good book;;;;;;;
90,All The Bright Places on netflix has me absolutely wrecked. I'm gonna get the book soon after I finish Song of Achilles https://t.co/VLkfx0r9XV;;;;;;;
"91,""isn’t it funny how in the song of achilles, achilles knew of his death and so did patroclus. but in the end patroclus was the one to die first. that is exactly how word of honor played out. ah xu knew of his death, but wkx died. prepared the funeral for the wrong person.""";;;;;;;
92,@travelertheo HELPPPP I REREAD THE SONG OF ACHILLES LAST WEEK and it hit as if we all didn’t know how the iliad turns out 💀;;;;;;;
93,@HAHsapi @olieviliar @literarybase the song of achilles;;;;;;;
94,The song of Achilles made me weep 😭;;;;;;;
95,lol now haley pham said she didn't like the song of achilles bc she doesn't like greek mythology...duh we knew that u literally called him anchovies;;;;;;;
96,Finished reading The Song of Achilles and magang maga mata ko on a Monday;;;;;;;
97,i should definitely read the new books i bought first but i wanna reread the song of achilles and this is how you lose the time war :/;;;;;;;
"98,""The mythology of the Greeks is so good that even modern adaptations of the myths are amazing. Recommended reading: """"The Song of Achilles"""". Caveat emptor""";;;;;;;
"99,""“There is no honour in betraying your friends.”";;;;;;;
"― Madeline Miller, The Song of Achilles""";;;;;;;
100,The song of Achilles is such a good fucking book;;;;;;;
"101,""For those interested, I read: Shadow and Bone, An Enchantment of Ravens, Howl’s Moving Castle, The Song of Achilles, The Shadows Between Us, The Near Witch and This Is How You Lose the Time War""";;;;;;;
"102,""so in the last 2 days, not only have i finished young royals AND song of achilles but have now watched italy beat england.  im not saying i’m in a bad place but-""";;;;;;;
103,Me when I cosplayed patroclus from the song of Achilles https://t.co/BJ37ISpnJr;;;;;;;
104,was reading the song of Achilles ... whyd that shit catch me off guard omg;;;;;;;
"105,""i’ve read half of the song of achilles today alone i- ,,, literally haven’t read this much in one go for over a year""";;;;;;;
106,@dracorbits oh yeah but the song of achilles is where you draw the line;;;;;;;
107,The song of achilles is so good;;;;;;;
108,I FINISHED SONG OF ACHILLES GOTTA BE MY FAVORITE BOOK OF THE YEAR;;;;;;;
109,i don’t wanna finish the song of achilles 😐;;;;;;;
110,two gay losers who read the song of achilles https://t.co/VkFEI7UOqY;;;;;;;
"111,""@sthlikeazheen The one book which very well suits what you want, would be “The Song of Achilles”. Though it does focus on a gay relationship quite intensely, it is quite a heartbreaking read by the end.""";;;;;;;
"112,""@skinnybratzera im currently reading dead poets society and achilles song and im liking them a lot. if you are interested on historical fiction and mystery";;;;;;;
"dead poets society is like more for a younger audience but anyone can reqd it. it's similar to lord of the flies in the age part""";;;;;;;
"113,""hi :) decided to make a #booktwt bc i spend more time on here than insta ";;;;;;;
;;;;;;;
cr: homegoing;;;;;;;
;;;;;;;
some faves:;;;;;;;
the vanishing half;;;;;;;
the seven husbands of evelyn hugo;;;;;;;
the song of achilles ;;;;;;;
americanah (:/);;;;;;;
;;;;;;;
let’s be friends &lt;"33""";;;;;;
114,the way i’m reading addie larue rn🤩 wasn’t too too obsessed w song of achilles tho https://t.co/4fEznkvuAV;;;;;;;
115,@kindoftiired the song of achilles;;;;;;;
116,@hwichanluvr the song of achilles by madeline miller!! also Circe by the same author;;;;;;;
117,just finished reading the song of Achilles im in shambles;;;;;;;
118,people on booktok want to be individual so bad that they’ve started to call the song of achilles a bad book;;;;;;;
119,reading The Song of Achilles now haha wish me luck &lt;33;;;;;;
"120,""tw // the song of achilles";;;;;;;
,;;;;;;;
,;;;;;;;
", https://t.co/jSefA9BgmW""";;;;;;;
"121,""i just finished the song of achilles ,,, no one talk to me""";;;;;;;
122,someone explain to me why i'm listening to an audiobook of the song of achilles as a reason to do chores...... this HURTS why am i doing this to myself 😭😭;;;;;;;
"123,""In process:";;;;;;;
YA epic fantasy with hidden magic and hidden blades, ala GRISHAVERSE x THREE MUSKETEERS;;;;;;;
MG space sci fi with INTO THE SPIDERVERSE x TRISTAN STRONG vibes.;;;;;;;
MG Fantasy, Afro-Brazilian AMERICAN GODS ;;;;;;;
;;;;;;;
On deck:;;;;;;;
"Revising BLACK SAILS x SONG OF ACHILLES adult pirate fantasy https://t.co/670C65PYag""";;;;;;;
124,I'm scared to continue reading the song of Achilles😭 I know it will HURT a lot;;;;;;;
125,@meihem214 READ SONG OF ACHILLES OR THE WRATH AND THE DAWN;;;;;;;
"126,""If I finish Priory and read A Million Junes this month in the next 2 weeks, that puts me at the 5 books that I've been toughly averaging/month since March, as I've read All Systems Red, The Song of Achilles, and The Elite in the first chunk.""";;;;;;;
127,@adoregenya hi let’s be moots! i’ve just finished the song of achilles and the picture of dorian gray is my favorite :);;;;;;;
128,what if i read my policeman and then the song of achilles imagine how hurt i’d be;;;;;;;
"129,""@sqidey do ppl not know that thats like still an insult?? &amp"; what if yall said no??? like my bf &amp; i saw someone w/ red hair &amp;" anime stickers on their water bottle who was reading the song of achilles, but we literally all just complimented each others outfits bc we arent crazy""";;;;
130,became very overwhelmed w the amount of books and the amount of ppl surrounding me so i Did Not stay long but i did purchase the song of achilles and jjk 1st volume vv excited to read both;;;;;;;
131,finished the song of achilles. i feel numb.;;;;;;;
"132,""I'm literally so excited to have my book """"The song of achilles"""" on tuesday like ?!?!?!?!?!?! IM SO EXCITED I ONLY THINK ABT THAT""";;;;;;;
133,im reading the song of achilles and wow what a BEAUTIFUL book;;;;;;;
"134,""Daughters of Sparta by @ClaireEHeywood is another of our #BNBookPicks for July! This emotional book is perfect for fans of The Song of Achilles and The Witch's Heart. It tells the story of the infamous Helen of Troy and her sister Klytemnestra! ";;;;;;;
"#TheDaughtersOfSparta https://t.co/sIXSOIsrWJ""";;;;;;;
"135,""my tbr for this month:";;;;;;;
pride and prejudice ;;;;;;;
all the bright places ;;;;;;;
ninth house;;;;;;;
circe;;;;;;;
the alchemist ;;;;;;;
the song of achilles ;;;;;;;
six of crows;;;;;;;
"diary of the oxygen thief""";;;;;;;
"136,""cr: the song of achilles by madeline miller ";;;;;;;
- ;;;;;;;
"finally started it lmfao https://t.co/xsnh9gBjoj""";;;;;;;
137,not me naming my cat as hera after reading the song of achilles and being impressed a lot 🥴;;;;;;;
138,@RJamesGoose I got that for Christmas and devoured it before the new year started. So I couldn't count that one. I really enjoyed it. Loved Song of Achilles too.;;;;;;;
139,@fairrylouis WHERE DID U GET THE SONG OF ACHILLES;;;;;;;
"140,""@lovely_x_louies @tobeeesolonely @twoolghosts is it """"most amazing person to exist who will read the song of achilles""""""";;;;;;;
141,4 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/TunbDf1xji;;;;;;;
"142,""what's surprising i've never read the song of achilles so... here i come, let's goooo""";;;;;;;
143,@lhhrights @twoolghosts @tobeeesolonely NOW IM NEVER GONNA READ THE SONG OF ACHILLES;;;;;;;
144,@ultgnf ive heard a lot of negative things about the song of achilles and a lot of positives. i wanna form my own opinion and be unbiased with my critique. i just thought it would be a nice book to try to get back into reading with how hyped it is!;;;;;;;
145,finally finished the song of Achilles;;;;;;;
"146,""Let’s make a deal";;;;;;;
;;;;;;;
I get:;;;;;;;
#NOM?;;;;;;;
;;;;;;;
You get:;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
"-rambling about MCYT at 1-4am""";;;;;;;
147,@kissyrodrigo the song of achilles;;;;;;;
"148,""books: ";;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?; the dawn;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
"- the inheritance games""";;;;;;;
"149,""I want more wlw book recommendations as well.";;;;;;;
;;;;;;;
"I've ordered the book """"The henna wars""""  and im really excited to read it";;;;;;;
;;;;;;;
"The song of achilles"""" and """"they both die in the end"""" is in my list 🖤""";;;;;;;
150,song of achilles is well written but the random i’m gonna fucking kill myself took me OUT;;;;;;;
151,@TiffanyGiovino I would pick the song of achilles @Claustrocietist;;;;;;;
152,just finished the song of Achilles in under 24 hrs . I am so sad https://t.co/SN6nzDea1D;;;;;;;
153,@bookishminna ....... Just watch it minna it's the song of Achilles for anime;;;;;;;
"154,""34% done with The Song of Achilles, by Madeline Miller https://t.co/oJy3O8QqtS""";;;;;;;
155,@wonhopopper the song of achilles tore my heart apart and threw it on the ground just be careful;;;;;;;
"156,""""""my fears forgotten in the golden harbor of his arms"""" taray 🥵 lived for this reimagining of achilles and patroclus' story, especially from the latter's pov ";;;;;;;
;;;;;;;
"the book is """"the song of achilles"""" btw!""";;;;;;;
"157,""Wanna write ,, Tommyinnit-centric fic loosely based off of The Song of Achilles hhhh";;;;;;;
;;;;;;;
"Brainrot exists and I have it""";;;;;;;
"158,""Madeline Miller has a writing ability like no other,,, song of Achilles made me cry for a love that wasn’t mine and Circe ?? I’m only halfway but the way her writing makes me feel so immersed?? I’m obsessed""";;;;;;;
159,@anarchoventiist i am a the song of achilles anti sorry 😕 /lh /nm;;;;;;;
160,@minasfirstlove Have u read song of Achilles? I'd say that and they all die in the end;;;;;;;
161,the song of achilles is probs gonna stay on my shelf for the next year bc i’m too scared rn i know it’ll break me so like;;;;;;;
"162,""so I’m about to start reading The Song of Achilles, on a scale of 1-10 how badly am I about to get ruined""";;;;;;;
"163,""the song of achilles quotes but its """"they never let u be gay AND happy""""""";;;;;;;
"164,""forgotten song "; ssamyen;;;;;;
;;;;;;;
"  """"I would know her by presence alone, I would know her even in death.""""";;;;;;;
;;;;;;;
• 4.4k words;;;;;;;
• greek mythology/the song of achilles au;;;;;;;
;;;;;;;
"https://t.co/Dcegh4QHsf https://t.co/lxxa6VrkSs""";;;;;;;
165,just finished reading the song of achilles. it is so beautifully written and now i'm in so much pain wtf;;;;;;;
166,Tbh though I did buy The Song of Achilles 🤫🤭;;;;;;;
167,@hopeworlesbian the song of achilles https://t.co/mTkmHOUtIa;;;;;;;
"168,""The Song of Achilles de Madeline Miller";;;;;;;
;;;;;;;
"4.5/5⭐️ https://t.co/uL9kTNEWnn""";;;;;;;
169,4 of 5 stars to The Song of Achilles by Madeline Miller https://t.co/vsVkhskrPk;;;;;;;
"170,""@mentallyinadcom “the hunger games trilogy”, “one of us is lying”, “the song of achilles”, or “red, white &amp";" royal blue” they’re pretty well known books but they’re really interesting!!""";;;;;;
171,The Song of Achilles hurt in a good way but also I am sad;;;;;;;
172,just finished reorganizing the little corner where i keep my ultimate favourite books because i had to add the song of achilles omg exploitation of homosexuality but in a maximalist mentally ill post modernism way;;;;;;;
173,i have yet to finish the song of achilles i am far too scared;;;;;;;
174,does anyone here read the song of Achilles ?;;;;;;;
175,I'm so so SO excited to read the song of Achilles 😔;;;;;;;
"176,""@MaddisonRivera6 @7VMBRELLAS aww well you can always say swell around me! i’m just back from a bookshop trip, i bought the song of achilles so am tres tres excited to read it. what have you been doing?""";;;;;;;
"177,""@HOZlERRY circe by madeline miller!! she also wrote the song of Achilles! it’s so good, and empowering &amp"; strong, the story is amazing &lt;"3 i recommend BFF""";;;;;
178,@fairrylouis THE SONG OF ACHILLES AAAAH;;;;;;;
"179,""anyways i have a book recommendation list for you all &lt";33;;;;;;
•the song of achilles ;;;;;;;
•red, white and royal blue;;;;;;;
•call me by your name;;;;;;;
•they both die at the end;;;;;;;
•find me;;;;;;;
"spoiler alert they’re all gay so enjoy xoxo #Euro2020Final""";;;;;;;
180,started the song of achilles yesterday and i already cannot put it down;;;;;;;
181,the song of achilles is simply too painful for my hopelessly romantic heart to be reading but alas i have not put this book down for 24 hours;;;;;;;
"182,""@tubbotwtl I literally panic when I listen to a specific song or go to a place that reminds me of the day of my trauma and my brain is like """"You're faking it, stop diagnosing yourself"""" i hate it""";;;;;;;
183,@EVLYNJAM pls tell me the song of achilles is on ur list;;;;;;;
184,time to read the song of achilles and then watch the euro final;;;;;;;
"185,""Update: an hour after finishing young royals I went out and bought red white and royal blue. Along with ari and dante, one last stop, song of achilles, and the falling in love montage https://t.co/2b6w9mEhgW""";;;;;;;
186,Happy to announce that I am finally going to read the song of achilles;;;;;;;
187,@Synch_YourMind the song of achilles by madeline miller;;;;;;;
188,#writersunday big shout out to blake (@sugawraa) for this awesome idea! here's a one-shot i did a while ago inspired by the song of achilles https://t.co/pJTC421pG4;;;;;;;
189,currently reading song of achilles and this is exactly the soft gay content i signed up for;;;;;;;
190,@drfukngtk no i need the cash so i can buy the song of achilles;;;;;;;
191,My partner reading The Song of Achilles was to be expected. 😢 https://t.co/I0QTx5ZwUR;;;;;;;
"192,""The Song Of Achilles is deadly enough, I would not survive something like this again. https://t.co/ktavEZ1hXk""";;;;;;;
"193,""About halfway through The Song of Achilles by Madeline Miller. This book is killing me softly 😭😭";;;;;;;
;;;;;;;
Our book of the month is Written in the Stars by Alexandria Bellefleur. Can't wait to talk about it next month! 🥰✨;;;;;;;
– Jo;;;;;;;
;;;;;;;
"#amreading #booktube #BookTwitter #bookstagram""";;;;;;;
"194,""the song of achilles spoilers!!!!";;;;;;;
;;;;;;;
look away !!!;;;;;;;
;;;;;;;
"I’m sad :(""";;;;;;;
195,Isn't it enough that we have the song of achilles already? I don't think I could handle the pain of that spin off https://t.co/j5nWSUslHF;;;;;;;
196,I finished the song of achilles…now I am an empty shell of a person;;;;;;;
"197,""@7elorda All the bright places";;;;;;;
"The song of a Achilles""";;;;;;;
198,Ok but it's 1am do I keep reading the song of Achilles or do I sleep lol;;;;;;;
199,@merlynnn007 The Song of Achilles;;;;;;;
200,fuck books FUCK THE SONG OF ACHILLES MY HEAD HURTS FROM CRYING;;;;;;;
"201,""@TreyGoCray Pachinko, Song of Achilles, and The Last Herald-Mage Trilogy are all excellent""";;;;;;;
"202,""Song of Achilles by Madeline Miller ";;;;;;;
Very wonderful book, deserves all of the attention that it gets. Such a good love story and it made me ugly sob at the end of it. Very well written! I loved it. ;;;;;;;
"⭐️⭐️⭐️⭐️⭐️/5""";;;;;;;
203,curently reading the song of achilles and i am sorry for the person i will become once i finished it 😺;;;;;;;
"204,""""""Name one hero who was happy."""" [...] """"You can't.""""";;;;;;;
"I can't.""""";;;;;;;
"I'll tell you a secret."""" [...] """"I'm going to be the first. Swear it.""""";;;;;;;
"Why me?""""";;;;;;;
"Because you are the reason. Swear it.""""";;;;;;;
"I swear it."""" ";;;;;;;
;;;;;;;
"-Page 98, """"The Song of Achilles"""" https://t.co/iVWk1VS8Iv""";;;;;;;
205,crying on a cruise ship 👍 thanks to the song of achilles;;;;;;;
206,🗡 the song of achilles by madeline miller https://t.co/uS64yvUOQL;;;;;;;
207,every since i've read the song of achilles i think about it every single day;;;;;;;
"208,""On page 142 of 352 of The Song of Achilles, by Madeline Miller https://t.co/kj4BtWIweQ""";;;;;;;
209,the song of achilles;;;;;;;
210,@VANIT6S NO ITS FROM THE SONG OF ACHILLES BUT IT STILL HURTS;;;;;;;
211,The Song of Achilles by Madeline Miller https://t.co/Ut8erXCfG9;;;;;;;
212,i just finished the song of achilles.... man im so sad rn;;;;;;;
213,reading the song of achilles while listening to sufjan stevens bc i enioy making myself go insane;;;;;;;
"214,""why is achilles trending, are people reading song of achilles rn and are panicking at the same time""";;;;;;;
"215,""Just finished """"The Song Of Achilles"""". It was an amazing experience and all but wtf Odysseus: """"I'm only an honest man, who likes to see right done.""""";;;;;;;
;;;;;;;
Yea and I'm actually a neon pink butterfly with orange sprinkles that likes to do backflips;;;;;;;
"#thesongofachilles""";;;;;;;
216,confession I’ve technically been reading the song of achilles for over a year I just can’t get myself to finish it ……… I keep trying to continue but I simply can’t do it;;;;;;;
217,yall making me want to reread tgcf T__T i’m current reading the song of achilles;;;;;;;
218,i finished reading the song of achilles https://t.co/eUqxilnHts;;;;;;;
219,@meinqiwu Thank you for informing me I need to read the actual illiad 😭😭✌🏽✌🏽I’d read the song of Achilles and had already seen parallels w eruri but now I will read the original also;;;;;;;
220,📖 The Song of Achilles;;;;;;;
221,spn spinoff where it's a summary of dean's life but narrated by castiel (THE SONG OG ACHILLES STYLE HELL YEAH LET THE PERSON WHO LOVES HIM THE MOST TELL HIS STORY);;;;;;;
222,going through my copy of the song of achilles and cackling at my annotations &amp; highlighted parts. i’m so fucking funny;;;;;;
223,holding myself accountable: i'm going to finally finish the song of achilles tonight;;;;;;;
"224,""@saimaushi -Percy j";;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
#NOM?;;;;;;;
"-Aristotle and dante""";;;;;;;
"225,""cr: The Song of Achilles";;;;;;;
;;;;;;;
"Live reactions thread https://t.co/0dfRXfsznq""";;;;;;;
