,tweets;;;;;
"0,""If you know the enemy &amp"; know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory gained you will also suffer a defeat. If you know neither the enemy nor yourself, you will succumb in every battle.;;;;
"10,""@IAmJohnAles Guns and trucks won't do that. All that'll happen is the far right will decide the ammo needed to take a liberal's gun is cheaper than buying a new one.";;;;;
;;;;;
"Your best guides are Art of War, Book of Five Rings and The Prince.""";;;;;
"11,""@GregDavison4 Patience. These culture skirmishes take time. ";;;;;
“Supreme excellence consists of breaking the enemy's resistance without fighting.”;;;;;
"― Sun Tzu, The Art of War""";;;;;
"12,""Our #MondayMotivation quote is from the 2nd paper in the June #TIMReview. """"We are not fit to lead an army on the march unless we are familiar with the face of the country its mountains and forests, its pitfalls and precipices, its marshes and swamps"""" - The Art of War, #SunTzu""";;;;;
"13,""@loathingvegaz Literally basic bitch 101 reading list";;;;;
"Art of war wasn't bad, but book of five rings (written by the real musashi btw) was much better""";;;;;
"14,""Lose Battles, But Win The War: Grand Strategy";;;;;
;;;;;
Grand strategy is the art of looking beyond the present battle and calculating ahead. Focus on your ultimate goal and plot to reach it.”;;;;;
― Robert Greene;;;;;
;;;;;
"#MCM #DheerajDhoopar #DD @DheerajDhoopar https://t.co/yWHn1t0MCO""";;;;;
15,The age of autonomous war is already here. https://t.co/RyoN4ccpgp;;;;;
"16,""Yes to studio time… No to all the bad stuff going on out there.";;;;;
;;;;;
"Make love not war people (and art of course… whatever your art may be) 🖤🖤🖤 #peaceout https://t.co/al0Q1OGPVQ""";;;;;
"17,""The Art of War.";;;;;
;;;;;
I.1. Sun Tzu said: The art of war is of vital importance to the State.;;;;;
;;;;;
"https://t.co/YP6rvYKTAl""";;;;;
18,The age of autonomous war is already here. https://t.co/RLIbQm3U4n;;;;;
"19,""@Borghi_Tv @sophia10635358 Don't need pitchforks :-) ‘The supreme art of war is to subdue the enemy without fighting.’  –  Sun Tzu. Remove the fuel from the system... us! https://t.co/pwe768pvFG debt, taxes, media, turn our backs on it all https://t.co/x7Z1k5nqxK""";;;;;
"20,""""""Authorized 'hacking back' will enable previously unrealized asymmetries for the cyber adversary."""" - The Art of Cyber War""";;;;;
21,The supreme art of war is to subdue the enemy without fighting.;;;;;
22,@misterj880 What are her thoughts on Sun Tzu? My toddler needs a pen pal to discuss The Art of War with.;;;;;
"23,""ART OF WAR";;;;;
;;;;;
"Let's face it - Alexander the Great would have kicked Sun Tzu's ass, cutting through all that mystic Taoist poetry like the Gordian knot. I know it and you know it. Did I mention this as an Alexander the Great stan account?""";;;;;
"24,""pretend you are scared retreat back into the darkness.... do not run.... and vanish at the right moment!";;;;;
“The whole secret lies in confusing the enemy, so that he cannot fathom our real intent.”;;;;;
;;;;;
"― Sun Tzu, The Art of War""";;;;;
"25,""“The clever combatant imposes their will upon their opponent, but does not allow their opponent’s will to be imposed upon them.” Sun Tzu, Art of War | Battles of the will seem to pervade every divorce, as though the past will be remedied by the process. #ArtofDivorce #Divorce""";;;;;
"26,""https://t.co/gfw2LcTuAl";;;;;
;;;;;
Feudal Lord of The Future;;;;;
;;;;;
There is talk of a neo-feudalism of 'businessmen'. This is not particularly possible, as they are modern politick-people &amp; responsible for little more than their own wealth &amp; can wage no war &amp;" are responsible only for ‘jobs’."""" https://t.co/oacS0HtNRx""";;
"27,""@LegendaryArrow1 Zari, not Zari";;;;;
Left Behind;;;;;
Beebo the God of War;;;;;
Raiders of the Lost Art;;;;;
This is Gus;;;;;
"Lucha de Apuestas""";;;;;
"28,""@vevek_pandian 1- Mindset the new psychology of success by Carol Dweck";;;;;
2- The war of art by Steven Pressfield.;;;;;
3- Brain Lock by Jeffrey M. Schwartz.;;;;;
;;;;;
"what about you?""";;;;;
"29,""To be sure, I accept this:";;;;;
The Art of War by Sun Tzu ends with a chapter on Spies.;;;;;
How brilliant would it be to have a simple NYC mole in Tony’s NJ life?🤷‍♂️such as with the Lamp &amp; The Feds.;;;;
Perhaps the Widow Pontecorvo hired NYC for the hit &amp; used that Intel🤷‍♂️;;;;
"Cc: @EthanVanSciver https://t.co/hO4N2TjceE""";;;;;
"30,""@lanaeasteregg Very nice work. Nice mood to the overall composition. I once read War and Peace a long time ago &amp";" whenever I hear Tchaikovsky's 1812, it reminds me of one of the most beautiful writings ever written.  No artist should ever die without reading that novel. It inspires Life and Art""";;;;
"31,""The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can, and keep moving on.";;;;;
;;;;;
"CRISMARxLUCIANA VIBE""";;;;;
32,#Ethiopian national interest and sovereignty cannot be compromised whatever a country equipped up to date and state of art technology in military hardware and well-trained force in the region. #Egypt may win a battle but will lose the entire war. #GERD #FillTheDam #ItsMyDam;;;;;
33,@declanwalsh @finbarroreilly Like you lost in Vietnam Iraq and Afghanistan? Ethiopia controls Everything read the art of war. the supreme art of war is to subdue the enemy without fighting. Sun Tzu;;;;;
"34,""Well, this is interesting!";;;;;
Thomas Cleary, Prolific Translator of Eastern Texts, Dies at 72;;;;;
https://t.co/GuPoW8P9WS;;;;;
"Cleary, Thomas,Translation and Interpreters,Deaths (Obituaries),Books and Literature,Buddhism,Taoism,Muslims and Islam,The Art of War (Book)""";;;;;
35,“The essence of professionalism is the focus upon the work and its demands ... to the exclusion of all else.” -The War of Art;;;;;
36,@iamtgz1 The art of war;;;;;
"37,""A Republic's Rise : Clinton Aldrich In the months prior to World War II, Nazi Germany dispatched agents throughout Europe to identify works of art to be confiscated. Derek... https://t.co/AYYqFi3e0b https://t.co/WadFvx88yq""";;;;;
"38,""We definitely don't need a re-run of the 'but her emails' breathless reporting of the NYT circa 2016. But they so want to go there:Peloton, Rolex!,Dog biting,and the latest idiocy anonymous art buyers! Viewership among cable news is way down, so they want the culture war bs, too. https://t.co/tRHGHpQY4h""";;;;;
"39,""Well, by the time that happens the war will already be over. Kakaka, maybe I'll go back to being a work of art.""";;;;;
"40,""""""He who is prudent and lies in wait for an enemy who is not, will be victorious."""" ~ Sun Tzu, The Art of War""";;;;;
"41,""In the middle of some calibrations";;;;;
"#MassEffect #MassEffectLegendaryEdition #bersek #horror #dark #medieval #war #fantasy #dark #art  #Abstract #abstractart #gif #marvel #ps4 #ps5 #motionart #gaming #DigitalArtist #XboxSeriesS #gaming #game https://t.co/o8uk3W1MTA""";;;;;
42,@AtticBooks Hey @AtticBooks... How much is The Art of War by Sun Tzu?;;;;;
"43,""“Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt.”⚡⚡⚡";;;;;
~Sun Tzu, The Art of War;;;;;
;;;;;
So what is #Bitcoin planning?👀;;;;;
;;;;;
"Swap #Bitcoin 🔁 #Gold quickly with Vaultoro Direct at https://t.co/ybqnyngHMn https://t.co/YMBnz2Mt9L""";;;;;
"44,""In ancient Egypt, pregnant women prayed to Taweret, the hippo god of childbirth, and Bes, the dwarf god of war   #Nature #Outdoors #Person #Human #Night #Hat #Clothing #Apparel #Art #Astronomy #OuterSpace #Universe #Space https://t.co/YBlGQMRCfm""";;;;;
"45,""@WamoTF2 No i think it's nice, in the meet the soldier, he just say the """"Art Of War"""" sentence, so it's not a proof of something related to be intellect, it's like a dumb badass soldier.""";;;;;
"46,""“The enemy advances, we retreat"; the enemy camps, we harass; the enemy tires, we attack; the enemy retreats, we pursue.”;;
"Art of war.""";;;;;
"47,""@InshallahSZN @KendriQBulelanI Clearly u guys haven't read the Art of war, the bible of war";;;;;
;;;;;
"The supreme art of war is to subdue the enemy without fighting""""""";;;;;
"48,""#Bitcoin """"Subtle differences"""" in cultures in the West &amp";" in the East. In the West, some still try their luck spitting in the Police Officer face. In the East, """"an order"""" must be followed by """"execution"""". https://t.co/kBcCAxk1QX";;;;
;;;;;
"#Gold #Hedge Your #Crypto Dreams Before #Tether☃️☀️😭 https://t.co/qfrR7eBmmb""";;;;;
"49,""Who will invest in #Bitcoin &amp";" #Crypto of the stone age during """"Silk Road"""" when it was used only by drug lords &amp"; other criminals? ;;;
;;;;;
#GoldmanSachs jumped the shark this time front-running their High Networth clients. https://t.co/kBcCAxk1QX 🐉;;;;;
;;;;;
"#Gold Hedge Your Dreams #Tether☃️☀️😭 https://t.co/Jq4QTf6aey""";;;;;
50,★ Just published a new episode of Art of War - The Competitive 40k Network: AoW Unbroken ep 9.1- Ad Mech falls to Triple Telemon- Mitch Pelham. Listen: https://t.co/UlOWyAyAMM;;;;;
"51,""You have to pay dollars even for """"#Bitcoin Pizza"""". ";;;;;
;;;;;
What institution will invest in Bitcoin &amp;" Crypto of the Stone Age during """"Silk Road"""" when it was used only by drug lords &amp"; other criminals? https://t.co/kBcCAxBCIv 🐉@Jason ;;;
;;;;;
"#Gold Hedge Your #Crypto Dreams Before #Tether☃️☀️😭 https://t.co/Afw0XOkoN2""";;;;;
"52,""#Bitcoin Panda Squeeze ";;;;;
;;;;;
#China 🐉No banking accounts, no access to any payment systems. Everybody must report on you &amp; all your illegal activities. Telephone hotlines are already in operation. https://t.co/kBcCAxk1QX;;;;
;;;;;
#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭;;;;;
"#Gold #Silver https://t.co/2wMI7el5GL""";;;;;
"53,""In our war against #COVID19, getting accurate test results quickly is key.";;;;;
;;;;;
"Now, a state-of-the-art lab in Queensland is processing thousands of tests, 24 hours a day. @ajhegarty9 #9News https://t.co/3esoKmJzXQ""";;;;;
"54,""#China As far as authorities will be concerned, U don't exist with all your #Bitcoin daydreams, but all your illegal financial moves will be qualified under anti-money laundering, financing of terrorism &amp"; applicable #criminal laws https://t.co/kBcCAxk1QX;;;;
;;;;;
"#Gold Hedge #Tether☃️☀️ https://t.co/qNEeXtyAb4""";;;;;
"55,""I'm telling my kids Soulja boy wrote """"the art of war""""""";;;;;
"56,""Watch Laser Eyes";;;;;
;;;;;
Death by thousand cuts is coming to #Bitcoin &amp;" #Crypto Bubbles. You are out of """"The System"""" if you are connected to the Crypto business in any form or shape. https://t.co/BpCJBWKjkg";;;;
;;;;;
#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭;;;;;
"#Gold #Silver #silversqueeze⚡️ https://t.co/wxJAGT92EO""";;;;;
"57,""#NFT """"The Bull Trap of Denial"""". ";;;;;
;;;;;
Stay safe, KK.;;;;;
;;;;;
"The Art Of War"""": #China's Gold And #Bitcoin Crypto Dragons. https://t.co/BpCJBWKjkg";;;;;
;;;;;
$MSTR $GBTC $ARKK $GLXY $COIN #Binance #IRS #DOJ #CFTC #SEC #FED;;;;;
;;;;;
#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭;;;;;
"#Gold #Silver #silversqueeze⚡️ https://t.co/Zj1aXTVEvV""";;;;;
58,It’s because that era there were 20 emcees in the same room. You had to battle to be heard. Art of war https://t.co/PgmVyPdrmz;;;;;
"59,""My translation of all #Bitcoin signals coming from #China:";;;;;
;;;;;
"#Crypto Mania Death By Thousand Cuts""""";;;;;
;;;;;
https://t.co/BpCJBWKjkg;;;;;
;;;;;
$MSTR $GBTC $ARKK $GLXY #Binance #IRS #DOJ #FED #CFTC #SEC #cryptoexchange ;;;;;
;;;;;
#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭;;;;;
"#Gold #Silver #silversqueeze⚡️ https://t.co/eQGPgopUFV""";;;;;
"60,""@abigailm1971 It depends on what your definition of a leader is. There is a good book called """"The Art of War"""" by Sun Tzu. There is a quote I love &amp";" live by. """"In order to lead people, walk behind them"""" by Lao Tzu. Good reading.""";;;;
"61,""My translation of all signals coming from #China, maybe, you still can hodl your Crypto in your wallet, but all #Crypto including #Bitcoin will be totally unplugged from the financial system. https://t.co/BpCJBWKjkg #Binance ";;;;;
;;;;;
"#Gold #Silver Hedge Your Dreams Before #Tether☃️☀️😭 https://t.co/TFmh0wxsII""";;;;;
"62,""Invest in your own Google Translator &amp"; watch Chinese Dragon very carefully. This is a beautiful creature, but it will burn you alive once you decide to come close &amp; kiss it. https://t.co/BpCJBWKjkg $BTC;;;
;;;;;
#Hedge Your #Crypto Dreams Before #Tether☃️☀️😭;;;;;
"#Gold #Silver #silversqueeze https://t.co/X8YuhZqj3U""";;;;;
"63,""Beautiful in one way, the sun, the flags... the chap bottom left... the cost of flags? #manet #flags #france #war #sunshine #art #painting https://t.co/qs5mu1LZWX""";;;;;
"64,""""""Great results can be achieved by small teams focused on the correct actions"""" - The Art of Cyber War""";;;;;
65,I love references to the art of war https://t.co/df21mLMVMS;;;;;
"66,""BAP_Bangyongguk Thank you has become a leader the best in the group. You've really worked hard. Thank you so much... I always remember the quote """"MAKE ART NOT WAR"""". Keep your health because the BABYS is still waiting for the work of your greatest. SARANGHAEYO~""";;;;;
67,@tourist_ms In the battle field of a war all is fair... The art of war.;;;;;
"68,""12 July 2021 #MAGAanalysis ";;;;;
;;;;;
Charlottesville’s Missing Monuments: China’s Joy, Local Vacancies;;;;;
;;;;;
Ultimate excellence lies ;;;;;
Not in winning ;;;;;
Every battle ;;;;;
But in defeating the enemy ;;;;;
Without ever fighting.;;;;;
;;;;;
"Sun-tzu. The Art of War - John Minford https://t.co/KRlDKPzmPo""";;;;;
"69,""@kilnfiendpotter Why does it seem like Japan gets all the fun artwork as i would like an option for being able to have the Japanese art variants but with English text e.g. war of the spark walkers, mystical archive""";;;;;
"70,""Sun Tzu 1:3 The art of war, then, is governed by five constant factors, to be taken into account in one's deliberations, when seeking to determine the conditions obtaining in the field. #LAYING_PLANS #quote""";;;;;
"71,""""""English fans can go fuck themselves""""";;;;;
~ Sun Tzu, The Art of War ;;;;;
#UefaEuro2020;;;;;
"#ArrestTrumpNow""";;;;;
"72,""@v_______03 😂 😂 😂 😂 Politics its a dirty game, most fight with emotions, some have mastered the art of war..""";;;;;
"73,""The #PaulBiya ongoing war @BBCAfrica reporting  through """"art """" demonstrating how forgotten the war is by the people of the world end #GenocideInSouthernCameroons @VP @SecBlinken @ChrisCoons @ecowas_cedeao @_AfricanUnion @SenateForeign";;;;;
@hrw;;;;;
@UN ;;;;;
@UN_HRC;;;;;
;;;;;
"https://t.co/PwVYFgfuLb""";;;;;
"74,""art work No03 wake up from slumber !!";;;;;
The cycle of slave extermination during the war years An immortal samurai with 100 swords is one soul in the midst. Never-ending grilling Each sword strike is meant for life.;;;;;
https://t.co/EsAvy8Csr6;;;;;
#cryptoartist #NFTS #NFTCommunity;;;;;
"@withFND https://t.co/4IahQ22ej9""";;;;;
75,The Art of War..... https://t.co/U620TpPdZw;;;;;
76,@quidbitxh What an insult to Animal Farm and the Art of War to be in the same list as the rest 😅😂;;;;;
"77,""Biggest Surprise: The Art of War by Sun Tzu";;;;;
Fav New Author: Madeline Miller ;;;;;
Newest Fictional Crush: Luc/ Darkness (Addie Larue);;;;;
Newest Fav Character: Nikolai Lantsov (S&amp;B);;;;
"Book that made me cry: The Nightingale by Kristen Hannah and Song of Achillies by Madeline Miller""";;;;;
78,@Dhemuth1 The seaman tales of semen;;;;;
"79,""Can someone help? I can’t remember which passage in Sun Tzu’s the Art of War said, if you miss the goal, then we shall give you a group cuddle.""";;;;;
"80,""[Asking the AI to continue]... ";;;;;
"1000 hour rest. 1000 year anniversary. 1000 lb. python. 1000 metric tons. 1000 meter tall. 1000 yards of luck. 1000 blindfolded jugglers. 1000 robes. 1000 coats of arms. 1000 fine art. 1000 kidneys. 1000 buffalo. The complete work. 1000 Year War. https://t.co/Tn53iYm2nn""";;;;;
"81,""""""...and the stupid man has no fear of death."""" - Tu Mu's commentary on Sun Tzu's 'The Art of War', Chapter 3.15: Attack by Stratagem https://t.co/fRxue8hFAs""";;;;;
"82,""@AmrullahSaleh2 @husainhaqqani You guys have become master of the art of Complaining mate. U have successfully made around 1 trillion USD by Just complaining last 20 years. But you must realize, journalists are not going to win war for you but yourself. Got it?????""";;;;;
"83,""@laviejoem Actually here’s one for each of the last 10 seasons:";;;;;
;;;;;
The Squirt and the Whale;;;;;
Lisa Simpson, This Isn’t Your Life;;;;;
A Totally Fun Thing That Bart Will Never Do Again;;;;;
Gorgeous Grandpa;;;;;
The War of Art;;;;;
Simpsorama;;;;;
Barthood;;;;;
A Father’s Watch;;;;;
The Serfsons;;;;;
Woo-Hoo Dunnit;;;;;
"Bart the Bad Guy""";;;;;
84,@Zuko_Godlimpi He is giving us practical lessons in the art of war.;;;;;
85,@StevenTphoto92 @wildwestgatzby @Shreya24613319 Look I'm more of a comic than movie kinda guy just like I am with manga and anime. Original art work and story telling. Infinity War and End Game were disappointing to me since it has not stuck to its main material source dnt get me started on the over hyped Hulk who was butcherd;;;;;
"86,""special mentions:";;;;;
The Night Circus by Erin Morgenstern ;;;;;
The Secret History by Donna Tartt;;;;;
"The Art of War by Sun Tzu""";;;;;
"87,""🐉The Art of War by Sun Tzu🐉 ";;;;;
;;;;;
for only 💸Php 10💸;;;;;
;;;;;
"📥DM to avail https://t.co/k17oaFsYOt""";;;;;
"88,""@vyhtheas Also Art of War is best Healer AoE attack. It’s instant cast and strong, available in the ARR level range. Problem is you’re in the middle of the crowd, meaning you’ll be running around a lot if you wanna hit the mobs. But you can still hit people while running, so it’s a plus.""";;;;;
89,@flowahh_ @LeratoMannya Tried reading the art of war and my brain froze😭;;;;;
"90,""Due to World War II, the demand for silver and gold was increased. Hence, to meet the requirements the new coinage of copper was minted. ";;;;;
;;;;;
Know More: https://t.co/MQNLR995SX;;;;;
;;;;;
"#worldwar #ww #history #war #wwii #military #germany #army #worldwartwo #soldier #tank #meme #usa #art https://t.co/PulP5AP0KY""";;;;;
91,The Art of War: Every Episode https://t.co/y4rGM07N4j via @YouTube;;;;;
92,@dan_wickes The Art of War.;;;;;
93,THE ART OF WAR BY SUN TZU BOOK CUTIE 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺✨✨;;;;;
"94,""#Clausewitz No.3 The means of war: Force equiped by inventions of art and science (eg. a cannon)";;;;;
"The object of war: To impose your will on the enemy by rendering them powerless #military #strategy""";;;;;
"95,""#MotivationMonday ";;;;;
;;;;;
Octogenarian idol maker Mahadev Pal Ji’s craft taught him the art of survival through adversity &amp; how to thrive in life. ;;;;
;;;;;
His insightful learnings are something all of us can draw inspiration from in these challenging times…;;;;;
;;;;;
"https://t.co/9K3MxqU7Nf""";;;;;
"96,""@warundpeace The book in which Sun Tzu says, """"To know your enemy, you must become your enemy"""" is called The Art of War, not The Art of Democracy.""";;;;;
"97,""@gtconway3d He is sharing his methodology, and we would do well to pay attention.";;;;;
;;;;;
 “Know thy self, know thy enemy. A thousand battles, a thousand victories.”;;;;;
;;;;;
"― Sun Tzu, The Art of War""";;;;;
"98,""@Mistress_Jan @gtconway3d @SylviaZ1913 He is sharing his methodology, and we would do well to pay attention.";;;;;
;;;;;
 “Know thy self, know thy enemy. A thousand battles, a thousand victories.”;;;;;
;;;;;
"― Sun Tzu, The Art of War""";;;;;
"99,""In the practical art of war, the best thing of all is to take the enemy’s country whole and intact";" to shatter and destroy it is not so good. So, too, it is better to recapture an army entire than to destroy it.""";;;;
"100,""The Lt Gov of GA @GeoffDuncanGA is a fool! He was just on @FoxNews with @TGowdySC suggesting we """"LISTEN"""" and """"COMPROMISE"""" with Dems.""""THE ART OF THE COMPROMISE"""" he says, wake TF up! WE'RE AT WAR for the future of our Country, Dems are the enemy of the people! No wonder we lost GA!""";;;;;
"101,""@LeighLiberte @1decidedvoter @TaxpayersUnion You'd need to read """"The Art of War"""" by Sunzi Decider, to understand why trouble makers get the money and peaceful activists get ignored...""";;;;;
"102,""#Habs following the @MapleLeafs is based on ";;;;;
;;;;;
"The Art of War""""";;;;;
;;;;;
"Keep your friends close and your....""""""";;;;;
"103,""And I see those other people in the quotes being like “EMs, this you?” Why are y’all making this a shipping thing? You’re all freaks. This person is getting harassed for their art and you’re making this about a war between which shippers should be put in an asylum. All of you btw""";;;;;
104,@Roo_juu The art of war https://t.co/YZNQRBp8dP;;;;;
"105,""When we drug ourselves to blot out our soul’s call , we are being good Americans and exemplary consu... #ReadsCo #writer #indiedev #readers #TheWarofArt https://t.co/yxSuARZGlm via @reads_co""";;;;;
106,@wqnder_wqman try to buy the      Art of War book on amazon. It glitches and you can’t buy it lol;;;;;
"107,""@JibfromJibcast @battleborn42069 @MillerStream """"Hold out baits to entice the enemy. Feign disorder, and crush him.""""";;;;;
"If your opponent is of choleric temper, seek to irritate him. Pretend to be weak, that he may grow arrogant.""""";;;;;
;;;;;
Chapter 1.20 &amp;" 1.22, Art of War""";;;;
"108,""@MedicVet68 @KevTKel I can’t stand TFG’s voice for one minute since I forced myself to listen to practically every word for almost 5 yrs. I’m a student of Sunzi, The Art of War. Know thy enemy. Next ~""";;;;;
"109,""@rabbiedavis Right. At my computer now for writing, so here you go. I have no art of any of my characters, but the story centers around Rain Martikova, a 15 y/o mage living in an alternate version of earth with magic, in the aftermath of a war wherein evil defeated good.""";;;;;
110,im going to force every queer person to read the art of war;;;;;
"111,""Rank the 9th episodes in Legends of tomorrow. My list:";;;;;
;;;;;
Beebo the god of war;;;;;
Zari, not Zari;;;;;
Raiders of the lost art;;;;;
Lucha de Apuestas;;;;;
Left behind;;;;;
"This is Gus""";;;;;
"112,""@Katniss_Amc As Sun Tzu said in The Art of War, know your enemy and know yourself and in 100 battles you will be victorious.""";;;;;
"113,""""""You could buy Diamonds but I could play wit words thats a Jewel lil nigga";;;;;
Tongue sharp like a sword;;;;;
I could get ya fam killed just off my word that's the proper Art of War;;;;;
Stay wit the Parker and the Porsche;;;;;
"I don't trust a soul cause niggaz threw rocks up at the Lord"""" #Quoteme""";;;;;
114,Resistance feeds on fear . We experience Resistance as fear . But fear of what ?... #ReadsCo #writer #indiedev #readers #TheWarofArt https://t.co/bGwqeAJPJa via @reads_co;;;;;
"115,""@fightingIsda @sunehadfeels @gumamelz @AntiTerroristPh @KoigoesB In the art of war, you beat the hell out of one enemy in the hopes of finding the culprit. ";;;;;
;;;;;
If you get captured, you don't reveal anything else other than your name, rank and service number. ;;;;;
;;;;;
"You know who I am. If I'm an enemy, you know what to do with me.""";;;;;
"116,""@NoneOfY68040705 @JumpersXI I disagree, Kait managed to control Swarms and had Myrrah's necklace, her discovering the origin of her family would clearly help in the war. """"Know your enemy"""" - Sun Tzu, The Art of War.";;;;;
"And it doesn't change the fact that family searching has always existed in Gears. https://t.co/qYctkuhXoU""";;;;;
117,@XRPCryptoQuebec Increasing chatter on XRP is never a bad thing. The Art of War.;;;;;
"118,""Contributor byclarkellis shares an intriguing post titled, “The Art of Cultural War, IV.” He gives some advice on how to pick a side, and stand your ground if you find yourself caught in the middle of the culture war. #thinkspot #IdeasLiveHere https://t.co/N6VmyWWXBj https://t.co/pYsPQ6wWY7""";;;;;
119,@MykailaDaMonkey The Art of War;;;;;
"120,""Same concept from Sun Tzu’s “The Art of War”: ";;;;;
"Autistic “DeBaTe Me” types of libertarians are an impediment to liberty in that they prevent organization and hamper tactical maneuvering, endangering themselves, others, and the strategic goals of the movement. https://t.co/ZJjqZas8uB""";;;;;
121,@BabyDogeCoin The Art of War…. 😊 Very smart Sir.;;;;;
"122,""George Wesley Bellows, Murder of Edith Cavell """"The War Series"""", 1918 https://t.co/LG3Uk9nsvz #brooklynmuseum #museumarchive https://t.co/oy0WtqD6Qt""";;;;;
"123,""“There is no instance of a nation benefitting from prolonged warfare.”";;;;;
"― Sun Tzu, The Art of War https://t.co/kKRcI5CxlQ""";;;;;
"124,""July 24th The day of a New beginning ";;;;;
;;;;;
"All war is desperation- sunz zu, the art of war https://t.co/ua8VybN7BA""";;;;;
125,My submission for the Stick war Discord's Art Contest for Summer! I would love to hear what you all think of it    ^-^ https://t.co/BypgfycA32;;;;;
"126,""The wise warrior avoids the battle.";;;;;
;;;;;
"―Sun Tzu, The Art of War""";;;;;
"127,""""""Victorious warriors first win the war then go to war, the defeated warriors first go to the war then seek to win it.""""";;;;;
;;;;;
"(Sun Tsu in 'The Art of War')""";;;;;
"128,""WAR &amp"; PEACE, ART OF WAR, WEAPON ART LOVE, ETERNALS BELOW, THE ART &amp;" WAY. THE MASTERMIND. ABOVE THE RIM ( ABOVE THE HIGHEST) AND MY MY MY. THE OLD ONE CREATED HIMSELF AND SPLIT HIMSELF IN OVER 10 WHOLES... THE EXACT NUMBER WAS 23, 24, 25, 26 ALL THE WAY UP TO 31 AND MORE. EVENTUAL""";;;
"129,""this is what I was manufactured for, the dirt, the dark, the art of war, punish me, punish me, until I'm saved""";;;;;
"130,""Kit Fisto's gunship nose art features a cartoon of a bomb with Kit's face on it, and written in Aurebesh underneath that, """"Service with a smile,"""" a reference to Kit's famous grin in Star Wars: Episode II Attack of the Clones.";;;;;
"https://t.co/grCf7on5mV""";;;;;
"131,""""""A key to victory in cyberwar is detecting and disabling protracted adversary operations."""" - The Art of Cyber War""";;;;;
"132,""i have made the case for my traversla and lamprecht names. the deed poll name change and so on. THe, fact or fiction about what musashi was grumbling about with certain strategists becomes clear. Art of War itself was not disparaged.""";;;;;
133,RESISTANCE AND SELF - DRAMATIZATION... #ReadsCo #writer #indiedev #readers #TheWarofArt https://t.co/PuhePSZp5o via @reads_co;;;;;
134,First rule in the art of war is to never start a war;;;;;
"135,""Woke Wins ";;;;;
;;;;;
Although the culture war would appear to be over, to surrender to the dreariness of woke culture—which tramples on art, is without intellectual authority, allows no humor, &amp; is vindictive toward those who oppose it—is unthinkable.;;;;
;;;;;
"Joseph Epstein, Wall Street Journal""";;;;;
"136,""@ZyphonYT The opportunity to defeat the enemy, is provided by the enemy himself";;;;;
"-Sun Tzu, The Art Of War""";;;;;
"137,""“I suck his dick with a smile for hours at a time”";;;;;
"        Tsun Su- The art of war""";;;;;
"138,""2/2 """"Amateurs let adversity defeat them. The pro thinks differently. He shows up, he does his work, he keeps on truckin’, no matter what.""""";;;;;
;;;;;
#NOM?;;;;;
;;;;;
"#mindsets #softskills #growthmindset""";;;;;
